concept polysemousVariant cluster var.1BE-Du var.2BE-Du var.3BE-Du var.1NL-Du var.2NL-Du var.3NL-Du variants freq.BEDu freq.NLDu entropy.variant entropy.lect weight.cramersV weight.llr filter.llr weight.fisher filter.fisher weight.power filter.power distance_cityblock external_uniformity internal_uniformity iu.BEDu iu.NLDu tot.freq min.lect.freq
individuality no 3 39 81 5 53 121 3 identiteit/persoonlijkheid/eigenheid 125 177 0.727280804470917 0.678249137148527 0.0738352504 0.5549295581 0 0.5673055546 0 0.192036425424139 0 0.0356158193 0.9643841807 0.5408973291 0.518848 0.5572791982 302 125
individuality no 4 87 28 35 155 26 8 identiteit/persoonlijkheid/eigenheid 150 189 0.795145614108438 0.686514915755935 0.3075872592 0.9999999394 1 0.9999999332 1 0.999592624042544 1 0.2401058201 0.7598941799 0.5510655146 0.4256888889 0.6932896615 339 150
individuality no 5 39 13 13 53 9 3 identiteit/persoonlijkheid/eigenheid 65 65 0.803158276469189 0.693147180559945 0.2646871522 0.9918043178 1 0.9896909252 1 0.775890944328495 0 0.2153846153 0.7846153847 0.5446153846 0.44 0.6861538462 130 65
keyboard yes 1 43 5 NA 54 0 NA toetsenbord/klavier 48 54 0.195618357627422 0.691416077617118 0.1795313892 0.9836672111 1 0.9895275518 1 0.441731135893391 0 0.1041666667 0.8958333333 0.9067666282 0.8133680556 1 102 48
keyboard yes 2 142 54 NA 260 8 NA toetsenbord/klavier 196 268 0.393211984343406 0.681059155704508 0.3502199327 1 1 1 1 0.999999988247852 1 0.2456594578 0.7543405422 0.7684675981 0.6007913369 0.9420806416 464 196
keyboard yes 3 12 60 NA 26 37 NA toetsenbord/klavier 72 63 0.594347082257461 0.690923309313818 0.2564213878 0.9985855565 1 0.9979663634 1 0.845989878521534 1 0.246031746 0.753968254 0.5955006859 0.7222222222 0.5152431343 135 63
keyboard yes 4 5 19 NA 20 9 NA toetsenbord/klavier 24 29 0.691544330408523 0.688690573968 0.4419788917 0.9996563967 1 0.9992187998 1 0.895748332941604 1 0.4813218391 0.5186781609 0.5016019936 0.6701388889 0.5719381688 53 24
keyboard yes 5 46 44 NA 131 25 NA toetsenbord/klavier 90 156 0.593413440473913 0.656711993409389 0.3429638317 0.9999999552 1 0.9999999365 1 0.999685987886103 1 0.3286324786 0.6713675214 0.5963712076 0.5002469136 0.7308514135 246 90
lack_of_space no 1 146 1 NA 38 60 NA plaat_gebrek/ruimte_gebrek 147 98 0.561211332525848 0.673011667009257 0.6762817481 1 1 1 1 1 1 0.6054421769 0.3945578231 0.6260224906 0.9864871119 0.5251978342 245 98
lack_of_space no 2 166 7 NA 1 33 NA plaat_gebrek/ruimte_gebrek 173 34 0.490882344771864 0.446652591888242 0.8562908667 1 1 1 1 1 1 0.9301258076 0.0698741924 0.6882074261 0.9223495606 0.9429065744 207 34
lack_of_space no 3 31 1 NA 0 11 NA plaat_gebrek/ruimte_gebrek 32 11 0.592072600891341 0.568632746149997 0.8352287593 0.9999999992 1 0.9999999977 1 0.999781770854987 1 0.96875 0.03125 0.5976203353 0.939453125 1 43 11
lack_of_space no 4 23 5 NA 0 18 NA plaat_gebrek/ruimte_gebrek 28 18 0.693147180559945 0.669327963292645 0.7242243488 0.9999999937 1 0.9999999632 1 0.99842120400754 1 0.8214285714 0.1785714286 0.5 0.7066326531 1 46 18
lack_of_space no 5 287 8 NA 24 140 NA plaat_gebrek/ruimte_gebrek 295 164 0.628695063644792 0.651847978506263 0.8425312282 1 1 1 1 1 1 0.8265398925 0.1734601075 0.5630550453 0.9472335536 0.750148721 459 164
living_room no 1 56 50 NA 186 8 NA huiskamer/living 106 194 0.4910203935175 0.649485718542319 0.5122047499 1 1 1 1 0.999999999997605 1 0.4304609998 0.5695390002 0.6880888889 0.5016019936 0.9209267722 300 106
living_room no 2 26 56 NA 79 2 NA huiskamer/living 82 81 0.650980069651963 0.693128361517583 0.6746054172 1 1 1 1 0.999999999985624 1 0.6582354713 0.3417645287 0.5415710038 0.5669244497 0.9518366103 163 81
living_room no 3 0 14 NA 0 32 NA huiskamer/living 14 32 0 0.614503320310728 0 0.3062349523 0 0 0 0.05 0 0 1 1 1 1 46 14
living_room no 4 32 1 NA 52 0 NA huiskamer/living 33 52 0.063961714103983 0.667952163612339 0.0343282565 0.7036370167 0 0.8465116279 0 0.0615519428671656 0 0.0303030303 0.9696969697 0.9767474048 0.9412304867 1 85 33
living_room no 5 126 26 NA 249 5 NA huiskamer/living 152 254 0.269774679114187 0.661247881297934 0.2662692204 0.9999999711 1 0.9999999535 1 0.999669436635414 1 0.1513675922 0.8486324078 0.8589507146 0.7164127424 0.9614049228 406 152
nail yes 1 32 43 NA 132 4 NA spijker/nagel 75 136 0.530365093459283 0.650755417953193 0.6138008688 1 1 1 1 0.99999999999825 1 0.5439215686 0.4560784314 0.653736439 0.5107555556 0.9429065744 211 75
nail yes 2 1 12 NA 3 22 NA spijker/nagel 13 25 0.336495757583516 0.642422021076254 0 0.3256052493 0 0 0 0.05 0 0.0430769231 0.9569230769 0.811634349 0.8579881657 0.7888 38 13
nail yes 3 18 26 NA 16 28 NA spijker/nagel 44 44 0.667093674121157 0.693147180559945 0.0233380014 0.3385822844 0 0.1730913775 0 0.055508576094724 0 0.0454545455000001 0.9545454545 0.5258264463 0.5165289256 0.5371900826 88 44
nail yes 4 42 37 NA 95 14 NA spijker/nagel 79 109 0.58452444098211 0.680360582468931 0.3652366984 0.9999997962 1 0.9999996604 1 0.99884780272927 1 0.3399140634 0.6600859366 0.6046287913 0.5020028842 0.7761131218 188 79
nail yes 5 26 170 NA 39 240 NA spijker/nagel 196 279 0.399189313467186 0.67780204542971 0.0039947637 0.176426614 0 0.1075304711 0 0.0508687642708379 0 0.00713188499999995 0.992868115 0.763767313 0.7698875469 0.7595097699 475 196
nuclear_reactor no 1 3 1 NA 59 33 NA kern_reactor/reactor 4 92 0.649987881991324 0.173205206749177 0 0.3522994205 0 0 0 0.05 0 0.1086956522 0.8913043478 0.5425347222 0.625 0.5399338374 96 4
nuclear_reactor no 2 4 4 NA 4 28 NA kern_reactor/reactor 8 32 0.500402423538188 0.500402423538188 0.296875 0.9720078151 1 0.9634729016 1 0.467241705879766 0 0.375 0.625 0.68 0.5 0.78125 40 8
nuclear_reactor no 3 66 115 NA 119 276 NA kern_reactor/reactor 181 395 0.627756126678933 0.62244821660725 0.0590012148 0.8673199003 0 0.8506944221 0 0.293610908937237 0 0.0633750612 0.9366249388 0.5639527874 0.5366441806 0.5789905464 576 181
nuclear_reactor no 4 11 10 NA 15 14 NA kern_reactor/reactor 21 29 0.692346967089961 0.680292000192154 0 0.0365970124 0 0 0 0.05 0 0.00656814449999998 0.9934318555 0.5008 0.5011337868 0.5005945303 50 21
nuclear_reactor no 5 22 44 NA 62 110 NA kern_reactor/reactor 66 172 0.649248354870898 0.590395619109886 0.0155964447 0.3058138234 0 0.2371875441 0 0.0566580790879809 0 0.027131783 0.972868217 0.5432525952 0.5555555556 0.5389399676 238 66
opening_hours no 1 45 135 NA 72 3 NA opening_tijd/opening_uur 180 75 0.689752333695557 0.605797499372304 0.6405853344 1 1 1 1 1 1 0.71 0.29 0.5033910035 0.625 0.9232 255 75
opening_hours no 2 32 159 NA 101 1 NA opening_tijd/opening_uur 191 102 0.688895324065171 0.646276869386003 0.7799407124 1 1 1 1 1 1 0.8226568114 0.1773431886 0.504245827 0.721060278 0.9805843906 293 102
opening_hours no 3 5 16 NA 45 0 NA opening_tijd/opening_uur 21 45 0.553858229492429 0.625491359725573 0.7622517091 1 1 0.9999999999 1 0.999988449648972 1 0.7619047619 0.2380952381 0.6326905418 0.6371882086 1 66 21
opening_hours no 4 8 55 NA 57 0 NA opening_tijd/opening_uur 63 57 0.689670928357027 0.69189665920508 0.8439544523 1 1 1 1 0.999999999999839 1 0.873015873 0.126984127 0.5034722222 0.778281683 1 120 57
opening_hours no 5 4 246 NA 7 9 NA opening_tijd/opening_uur 250 16 0.172221677141922 0.227381086896744 0.4636337335 0.9999999144 1 0.9999998069 1 0.999999989385385 1 0.4215 0.5785 0.9207134377 0.968512 0.5078125 266 16
palm_tree no 1 30 0 NA 58 0 NA palm/palmboom 30 58 0 0.641636631960513 0 0.2517475512 0 0 0 0.05 0 0 1 1 1 1 88 30
palm_tree no 2 10 16 NA 16 10 NA palm/palmboom 26 26 0.693147180559945 0.693147180559945 0.1923076923 0.9054028075 0 0.8350200449 0 0.283658951380491 0 0.2307692308 0.7692307692 0.5 0.5266272189 0.5266272189 52 26
palm_tree no 3 55 0 NA 3 1 NA palm/palmboom 55 4 0.0859155013346631 0.247901806070712 0.2805757657 0.9838083401 1 0.9920676891 1 0.57739308364274 0 0.25 0.75 0.9666762425 1 0.625 59 4
palm_tree no 4 3 14 NA 10 13 NA palm/palmboom 17 23 0.630581028386015 0.681854608730783 0.218646778 0.9221946237 0 0.897038376 0 0.282343758824119 0 0.2583120205 0.7416879795 0.56125 0.7093425606 0.5085066163 40 17
palm_tree no 5 97 215 NA 214 235 NA palm/palmboom 312 449 0.676371849410035 0.676853763652973 0.1630814587 0.9999958809 1 0.9999953006 1 0.994438940736769 1 0.1657172634 0.8342827366 0.5166813153 0.5715195595 0.5010937446 761 312
peace_talks no 1 6 2 2 21 11 8 vrede_overleg/vredesbespreking/vredesonderhandeling 10 40 1.004867246247 0.500402423538188 0.0716114874 0.124386313 0 0 0 0.0697901969092183 0 0.075 0.925 0.3992 0.44 0.39125 50 10
peace_talks no 2 15 6 18 71 47 47 vrede_overleg/vredesbespreking/vredesonderhandeling 39 165 1.07873513384774 0.487924369370432 0.1616487056 0.9303454474 0 0.9235388374 0 0.531180886818245 0 0.1766899768 0.8233100232 0.3467416378 0.3846153846 0.3474380165 204 39
peace_talks no 3 23 18 18 52 77 59 vrede_overleg/vredesbespreking/vredesonderhandeling 59 188 1.09277728116236 0.549769720423654 0.1135032136 0.7924411852 0 0.7802871781 0 0.33890376287326 0 0.1132347637 0.8867652363 0.3373108886 0.3381212295 0.3427455862 247 59
peace_talks no 4 1 3 3 10 9 4 vrede_overleg/vredesbespreking/vredesonderhandeling 7 23 1.07396075360798 0.543272781336901 0.3031788241 0.7579976642 0 0.6490421456 0 0.298272173777925 0 0.2919254658 0.7080745342 0.3488888889 0.387755102 0.3724007561 30 7
peace_talks no 5 29 21 48 133 125 113 vrede_overleg/vredesbespreking/vredesonderhandeling 98 371 1.09750409927877 0.512569126362965 0.1624117624 0.9976334402 1 0.9976054814 1 0.893000693108658 1 0.1852137082 0.8147862918 0.3340637658 0.3733860891 0.3348057628 469 98
pitch yes 1 75 0 NA 81 0 NA voetbalveld/grasmat 75 81 0 0.692407353123314 0 0.0303994339 0 0 0 0.05 0 0 1 1 1 1 156 75
pitch yes 2 228 25 NA 112 12 NA voetbalveld/grasmat 253 124 0.320983986505553 0.633405784840352 0 0.0499296651 0 0 0 0.05 0 0.0020400357 0.9979599643 0.8229777174 0.8219000453 0.825182102 377 124
pitch yes 3 46 105 NA 62 93 NA voetbalveld/grasmat 151 155 0.649248354870898 0.693061740901607 0.0929299479 0.9194885914 0 0.9058613727 0 0.369224460971375 0 0.0953642384 0.9046357616 0.5432525952 0.5763343713 0.52 306 151
pitch yes 4 29 25 NA 21 24 NA voetbalveld/grasmat 54 45 0.693096164489863 0.689009238476659 0.0497955002 0.5145588643 0 0.4525348459 0 0.0785639527990316 0 0.0703703703 0.9296296297 0.5000510152 0.5027434842 0.5022222222 99 45
pitch yes 5 7 9 NA 5 41 NA voetbalveld/grasmat 16 46 0.491327448450522 0.571022710942916 0.3175176875 0.9933562015 1 0.9916840308 1 0.70546515711978 0 0.3288043478 0.6711956522 0.6878251821 0.5078125 0.8062381853 62 16
pity no 1 17 1 1 15 0 3 medelijden/compassie/mededogen 19 18 0.463655038750419 0.692781905987648 0.1868880213 0.5138219573 0 0.5792954573 0 0.159143322935823 0 0.1140350878 0.8859649122 0.7604090577 0.8060941828 0.7222222222 37 18
pity no 2 54 11 48 100 56 101 medelijden/compassie/mededogen 113 257 1.04054866548485 0.615374958793497 0.1468802863 0.9872107386 1 0.9851040746 1 0.716545174985046 0 0.1205537 0.8794463 0.3681957633 0.4182786436 0.3533285894 370 113
pity no 3 30 1 21 37 17 38 medelijden/compassie/mededogen 52 92 0.981509088938757 0.654054810306932 0.2564662666 0.9970790392 1 0.9946646322 1 0.792777995498263 0 0.174749164 0.825250836 0.3999807099 0.4963017751 0.3664933837 144 52
pity no 4 86 7 0 91 17 2 medelijden/compassie/mededogen 93 110 0.417451846258347 0.689636554901794 0.1410567591 0.8838426062 0 0.9014640791 0 0.41900107508335 0 0.0974584555 0.9025415445 0.7743211434 0.8607931553 0.7085950413 203 93
pity no 5 71 7 12 109 16 31 medelijden/compassie/mededogen 90 156 0.755005498934674 0.656711993409389 0.0988781721 0.7087022811 0 0.6627027738 0 0.264382400164995 0 0.0901709402 0.9098290598 0.5746909908 0.6461728395 0.5382149901 246 90
reflection yes 1 31 17 NA 78 11 NA afspiegeling/weerspiegeling 48 89 0.506414170734093 0.647672273056306 0.2538192653 0.9982373748 1 0.9967363559 1 0.843971696133737 1 0.2305711611 0.7694288389 0.6747828867 0.5425347222 0.7833606868 137 48
reflection yes 2 37 58 NA 72 55 NA afspiegeling/weerspiegeling 95 127 0.692984847289076 0.682722135555647 0.1665251771 0.9913370619 1 0.9898817177 1 0.698892583580121 0 0.1774554497 0.8225445503 0.5001623245 0.524432133 0.5089590179 222 95
reflection yes 3 1 46 NA 3 23 NA afspiegeling/weerspiegeling 47 26 0.21239743756359 0.65117934157399 0.1351697507 0.9018006867 0 0.8739928153 0 0.211308917959115 0 0.0941080197 0.9058919803 0.8964158379 0.9583521956 0.7958579882 73 26
reflection yes 4 5 1 NA 33 2 NA afspiegeling/weerspiegeling 6 35 0.261764482909015 0.416310140667776 0.0161576403 0.6057118188 0 0.6139774859 0 0.0512270446110876 0 0.1095238096 0.8904761904 0.8643664485 0.7222222222 0.892244898 41 6
reflection yes 5 85 69 NA 300 73 NA afspiegeling/weerspiegeling 154 373 0.582710746112186 0.604127585924964 0.2539576875 0.999999993 1 0.9999999884 1 0.999945584719114 1 0.2523414923 0.7476585077 0.6063068675 0.5053972002 0.6851842535 527 154
religion yes 1 6 3 2 18 4 5 geloof/godsdienst/religie 11 27 0.91348000143362 0.601679754913255 0.1487481836 0.329373791 0 0.3065349505 0 0.118659035966646 0 0.1245791246 0.8754208754 0.4667590028 0.4049586777 0.5006858711 38 11
religion yes 2 56 34 24 113 55 45 geloof/godsdienst/religie 114 213 1.02361500714994 0.646590585536152 0.044897191 0.2792465194 0 0.2657666362 0 0.102979495265258 0 0.0400296516 0.9599703484 0.3857045329 0.3745767929 0.392757169 327 114
religion yes 3 20 0 0 8 0 0 geloof/godsdienst/religie 20 8 0 0.598269588585257 0.1102519341 0.1602006392 0 0 0 0.0765092220459289 0 0 1 1 1 1 28 8
religion yes 4 10 0 0 4 0 0 geloof/godsdienst/religie 10 4 0 0.598269588585257 0.1377400886 0.141237211 0 0 0 0.0705212735113856 0 0 1 1 1 1 14 4
religion yes 5 104 46 68 185 56 134 geloof/godsdienst/religie 218 375 1.01990837084506 0.657678069441359 0.0816978143 0.8570439015 0 0.8606729406 0 0.411576690062298 0 0.061675841 0.938324159 0.3831348873 0.369413349 0.3933653333 593 218
repayment yes 1 64 0 NA 8 0 NA aflossing/afbetaling 64 8 0 0.348832095843032 0 0.6487156472 0 0 0 0.05 0 0 1 1 1 1 72 8
repayment yes 2 3 0 NA 173 1 NA aflossing/afbetaling 3 174 0.0348775115189437 0.0859155013346631 0 0.8044491335 0 0 0 0.05 0 0.00574712639999997 0.9942528736 0.9887644036 1 0.9885718061 177 3
repayment yes 3 28 60 NA 170 31 NA aflossing/afbetaling 88 201 0.622948877833708 0.614627635538189 0.5146413718 1 1 1 1 0.999999999994352 1 0.5275893261 0.4724106739 0.5685396487 0.5661157025 0.7391153684 289 88
repayment yes 4 76 1 NA 12 0 NA aflossing/afbetaling 77 12 0.0616067104727896 0.39546898456147 0 0.3138227655 0 0 0 0.05 0 0.012987013 0.987012987 0.9777805833 0.974363299 1 89 12
repayment yes 5 78 120 NA 124 51 NA aflossing/afbetaling 198 175 0.689689564316743 0.691244860624692 0.3097327163 0.9999999992 1 0.9999999988 1 0.999971143094496 1 0.3146320347 0.6853679653 0.5034536294 0.5224977043 0.5870040816 373 175
retaliation no 1 17 4 3 39 5 2 wraak_actie/vergelding_actie/represaille 24 46 0.630753735772718 0.642912439665801 0.1798108014 0.660402647 0 0.6304490835 0 0.250749073870642 0 0.1394927536 0.8605072464 0.6616326531 0.5451388889 0.7325141777 70 24
retaliation no 2 44 38 29 113 107 58 wraak_actie/vergelding_actie/represaille 111 278 1.06900096209244 0.597932757624446 0.0597262822 0.4945230033 0 0.5016341076 0 0.167918208190568 0 0.0526281678 0.9473718322 0.3518546666 0.3425858291 0.3568914652 389 111
retaliation no 3 4 0 26 12 0 52 wraak_actie/vergelding_actie/represaille 30 64 0.456223420167614 0.626226284558476 0.0689202763 0.2061824827 0 0.2309002982 0 0.0851614812106843 0 0.0541666667 0.9458333333 0.7175192395 0.7688888889 0.6953125 94 30
retaliation no 4 74 17 40 111 35 57 wraak_actie/vergelding_actie/represaille 131 203 0.97587911896307 0.669728828052049 0.0584806122 0.4409639534 0 0.4238683769 0 0.145481369671888 0 0.0426428007 0.9573571993 0.4153788232 0.4291707942 0.4075566017 334 131
retaliation no 5 5 0 47 10 5 46 wraak_actie/vergelding_actie/represaille 52 61 0.566328567013611 0.68997207463441 0.2091044323 0.9443229596 0 0.9669178915 1 0.49865319520434 0 0.1497477931 0.8502522069 0.6969222335 0.826183432 0.6022574577 113 52
safety_belt yes 1 53 0 0 15 0 0 riem/gordel/veiligheid_gordel 53 15 0 0.527651463487936 0.1078707828 0.2947707983 0 0 0 0.114344188961267 0 0 1 1 1 1 68 15
safety_belt yes 2 60 35 0 20 27 0 riem/gordel/veiligheid_gordel 95 47 0.685091405159668 0.63487464927433 0.194400971 0.9351573218 0 0.9787650637 1 0.534109800942748 0 0.2060470325 0.7939529675 0.5080341202 0.5346260388 0.5110909914 142 47
safety_belt yes 3 3 80 61 1 19 8 riem/gordel/veiligheid_gordel 144 28 0.77182359643546 0.444268654581768 0.1064955741 0.6321071145 0 0.6945024039 0 0.220844802616073 0 0.1378968254 0.8621031746 0.4927663602 0.4885223765 0.5433673469 172 28
safety_belt yes 4 70 39 1 92 9 1 riem/gordel/veiligheid_gordel 110 102 0.585857269047744 0.692435014331628 0.3182079499 0.9999894017 1 0.9999966549 1 0.990197445293493 1 0.2663101604 0.7336898396 0.6352794589 0.5307438017 0.8214148404 212 102
safety_belt yes 5 80 180 36 28 69 13 riem/gordel/veiligheid_gordel 296 110 0.907301094684125 0.584187546998069 0.0179240791 0.0633711618 0 0.0411419541 0 0.0599239833379617 0 0.0191646192 0.9808353808 0.4614647286 0.457633309 0.472231405 406 110
scriptwriter no 1 4 7 NA 23 13 NA scenario_schrijver/scenarist 11 36 0.68201481759949 0.544115053088739 0.1848934992 0.892923485 0 0.8354890655 0 0.244968025500048 0 0.2752525253 0.7247474747 0.5110909914 0.5371900826 0.5385802469 47 11
scriptwriter no 2 5 52 NA 90 59 NA scenario_schrijver/scenarist 57 149 0.690127833606472 0.589808586981606 0.4524731457 1 1 1 1 0.999997109537747 1 0.5163075474 0.4836924526 0.5030163069 0.8399507541 0.5216431692 206 57
scriptwriter no 3 1 28 NA 2 0 NA scenario_schrijver/scenarist 29 2 0.317936780262242 0.239217093816513 0.5284981976 0.9982181534 1 0.9879032258 1 0.837095702635802 1 0.9655172414 0.0344827586 0.825182102 0.933412604 1 31 2
scriptwriter no 4 41 173 NA 200 109 NA scenario_schrijver/scenarist 214 309 0.690071225105466 0.676557904263624 0.445562622 1 1 1 1 1 1 0.4556604059 0.5443395941 0.5030728003 0.690234955 0.5433646485 523 214
scriptwriter no 5 20 54 NA 73 46 NA scenario_schrijver/scenarist 74 119 0.69248930050042 0.665713439799287 0.3232728914 0.9999974778 1 0.9999962323 1 0.994314510780546 1 0.3431751079 0.6568248921 0.5006577358 0.6055514974 0.5257397076 193 74
sex yes 1 45 4 NA 55 4 NA geslacht/sekse 49 59 0.264052051825629 0.688854340107015 0 0.2149930284 0 0 0 0.05 0 0.0138360429 0.9861639571 0.8628257888 0.850062474 0.8735995404 108 49
sex yes 2 11 0 NA 17 0 NA geslacht/sekse 11 17 0 0.670008979827427 0 0.1628753551 0 0 0 0.05 0 0 1 1 1 1 28 11
sex yes 3 32 7 NA 26 11 NA geslacht/sekse 39 37 0.547412468525498 0.69280088019564 0.1075450724 0.7739456758 0 0.7151010257 0 0.155174597636367 0 0.1178101178 0.8821898822 0.6385041551 0.7054569362 0.5821767714 76 37
sex yes 4 186 24 NA 175 47 NA geslacht/sekse 210 222 0.446816296049427 0.692761328460975 0.1251461822 0.9941263774 1 0.9935023569 1 0.739290112977295 0 0.0974259974 0.9025740026 0.7253193587 0.7975510204 0.6662202743 432 210
sex yes 5 134 44 NA 95 83 NA geslacht/sekse 178 178 0.651520340980789 0.693147180559945 0.2228250409 0.9999858329 1 0.9999763386 1 0.987593141470337 1 0.2191011236 0.7808988764 0.5410459538 0.6278247696 0.5022724403 356 178
stress yes 1 93 67 21 96 26 3 nadruk/accent/klemtoon 181 125 0.859221603135793 0.676306736521328 0.2688342685 0.9999926406 1 0.9999887026 1 0.991848699743562 1 0.2541878453 0.7458121547 0.4800076894 0.4144867373 0.633664 306 125
stress yes 2 0 6 4 5 16 0 nadruk/accent/klemtoon 10 21 0.801880721242146 0.62879939409378 0.5176057418 0.9910359682 1 0.9971331952 1 0.734717941694032 0 0.4 0.6 0.5463059313 0.52 0.6371882086 31 10
stress yes 3 6 116 3 15 132 2 nadruk/accent/klemtoon 125 149 0.360162815135231 0.689306147451351 0.1048166089 0.7892645255 0 0.8035194152 0 0.322509956678977 0 0.0526711409 0.9473288591 0.8254302307 0.864064 0.7951443629 274 125
stress yes 4 56 25 23 98 37 0 nadruk/accent/klemtoon 104 135 0.858516273224962 0.684711465739499 0.3651470005 0.9999999951 1 0.9999999983 1 0.999565358381967 1 0.2211538461 0.7788461539 0.4917455927 0.3966346154 0.602085048 239 104
stress yes 5 45 1 13 84 3 4 nadruk/accent/klemtoon 59 91 0.473131264388983 0.670215798873117 0.2737431304 0.996229488 1 0.9976604913 1 0.860521223605022 1 0.1763829391 0.8236170609 0.7531555556 0.6305659293 0.855089965 150 59
stronghold yes 1 78 11 NA 154 11 NA bolwerk/bastion 89 165 0.294633463079691 0.647690014657291 0.0818943475 0.8680906975 0 0.8400073496 0 0.256850824690042 0 0.0569288389 0.9430711611 0.8417756836 0.7833606868 0.8755555556 254 89
stronghold yes 2 4 9 NA 5 13 NA bolwerk/bastion 13 18 0.602440263520342 0.680082904835761 0 0.1434772155 0 0 0 0.05 0 0.0299145299 0.9700854701 0.5879292404 0.573964497 0.5987654321 31 13
stronghold yes 3 5 8 NA 32 2 NA bolwerk/bastion 13 34 0.517598374097787 0.589709314817517 0.5501967474 0.9999404899 1 0.9998558143 1 0.965006510990088 1 0.556561086 0.443438914 0.6650067904 0.5266272189 0.8892733564 47 13
stronghold yes 4 51 35 NA 198 49 NA bolwerk/bastion 86 247 0.564795996519331 0.571227214830558 0.2023164053 0.9998010816 1 0.9997351416 1 0.958360018525471 1 0.2085961774 0.7914038226 0.622757893 0.5173066522 0.681948565 333 86
stronghold yes 5 35 39 NA 178 83 NA bolwerk/bastion 74 261 0.655784863903977 0.52803905956139 0.1727225418 0.9988501438 1 0.9984725794 1 0.885197770978404 1 0.2090193642 0.7909806358 0.5368946313 0.5014609204 0.5662424216 335 74
submarine no 1 20 21 0 52 7 20 onderzeeër/duikboot/onderzeeboot 41 79 0.944688973405867 0.642134783783952 0.5024992234 0.9999999589 1 0.9999999753 1 0.999291724463498 1 0.4235875271 0.5764124729 0.4422222222 0.500297442 0.5052074988 120 41
submarine no 2 28 18 3 68 17 33 onderzeeër/duikboot/onderzeeboot 49 118 0.976548960216385 0.60517955915706 0.3085673343 0.9998052612 1 0.999752758 1 0.95555784036473 1 0.2232791422 0.7767208578 0.4208469289 0.4652228238 0.4310542947 167 49
submarine no 3 32 27 0 63 16 51 onderzeeër/duikboot/onderzeeboot 59 130 1.036069676722 0.620825386754546 0.4694310721 1 1 1 1 0.999981727852283 1 0.3923076923 0.6076923077 0.3772290809 0.5035909221 0.4039053254 189 59
submarine no 4 36 44 4 118 36 55 onderzeeër/duikboot/onderzeeboot 84 209 1.01523219694865 0.599160766820877 0.3833383256 0.9999999998 1 0.9999999997 1 0.999988582323932 1 0.35156072 0.64843928 0.3913499284 0.4603174603 0.417687324 293 84
submarine no 5 24 46 1 94 17 49 onderzeeër/duikboot/onderzeeboot 71 160 1.02874055155633 0.616971469364453 0.58214936 1 1 1 1 0.999999999960216 1 0.541637324 0.458362676 0.3821704991 0.5342194009 0.450234375 231 71
suspicion no 1 38 0 0 109 0 0 wantrouwen/argwaan/achterdocht 38 109 0 0.571485694040101 0.0624644336 0.2270740754 0 0 0 0.095734165670795 0 0 1 1 1 1 147 38
suspicion no 2 2 22 4 7 28 12 wantrouwen/argwaan/achterdocht 28 47 0.854320233226047 0.660705932665931 0.1955689489 0.7750184391 0 0.708677926 0 0.308930174339143 0 0.1899696048 0.8100303952 0.5043555556 0.6428571429 0.4422815754 75 28
